Name	Set	ImageFile	Type	Clan	Group	Capacity	Discipline	PoolCost	BloodCost	Text	Rarity
Concert Tour	LoB	concerttour	Action	Daughter of Cacophony					1	+1 stealth action. Put this card on this acting Daughter of Cacophony. During your next unlock phase, burn this card to restore this vampire to full capacity with blood from the blood bank.	BL:C1, LoB:R
Concoction of Vitality	Third	concoctionofvitality	Equipment					1		Unique equipment. When the vampire with this card announces an action, he or she may burn this card to prevent vampires from blocking that action. If he or she does so, this vampire cannot play cards requiring Disciplines until the action is complete.	Sabbat:U, SW:PV, Third:PTr
Concordance	KMW	concordance	Action				dai/ser		1	+1 stealth action. [ser] (D) Bleed. If more than 1 pool is bled with this action, ignore the excess. [dai] Requires an infernal vampire. Put this card on this vampire. This vampire treats aggravated damage as normal damage and gets +1 strength and -1 stealth. [DAI] As [dai] above, and this vampire gets flight [FLIGHT]. During your influence phase, this vampire can burn 1 blood to unlock.	BL:C1, KMW:PB2, POD:DTC
Condemn the Sins of the Father	LotN	condemnthesinsofthefather	Action				qui		1	+1 stealth action. [qui] (D) Choose a clan. Lock all younger vampires of the chosen clan. [QUI] As above, and each of those vampires burns 1 blood.	LotN:R, POD:DTC
Condemnation: Betrayed	BL	condemnationbetrayed	Action				dai/ser			+1 stealth action. Condemnation. [ser] (D) Lock a younger vampire. [dai] Requires an infernal vampire. (D) Put this card on a ready minion. Bleed actions cost the attached minion 1 additional blood (allies cannot pay blood costs). Burn all other condemnation cards on this minion. [DAI] As [dai] above, and the attached minion's controller burns the top card of their library during their unlock phase.	BL:R1, POD:DTC
Condemnation: Doomed	BL	condemnationdoomed	Action				dai/obf			+1 stealth action. Condemnation. [obf] (D) Lock a younger vampire. [dai] Requires an Infernal vampire. (D) Put this card on a ready minion. The minion with this card has -1 stealth. Burn all other Condemnations on this minion. [DAI] As [dai] above, and the minion's controller burns 1 pool each time the minion is successfully blocked.	BL:R1
Condemnation: Languid	BL	condemnationlanguid	Action				dai/pre			+1 stealth action. Condemnation. [pre] (D) Lock a younger vampire. [dai] Requires an Infernal vampire. (D) Put this card on a ready minion. The minion with this card has -1 strength. Burn all other Condemnations on this minion. [DAI] As [dai] above, and the minion cannot use presses in combat.	BL:R1
Condemnation: Mute	KMW	condemnationmute	Action				dai/chi			+1 stealth action. Condemnation. [chi] (D) Lock a younger vampire. [dai] Requires an infernal vampire. (D) Put this card on a ready vampire. The attached vampire gets -3 votes. Burn all other condemnation cards on this minion. [DAI] As [dai] above, and the attached vampire burns 1 blood each time a referendum passes.	KMW:R, POD:DTC
Conditioning	NB	conditioning	Action Modifier				dom		1	Only usable during a bleed action. [dom] +2 bleed (limited). [DOM] +3 bleed (limited).	Jyhad:C, VTES:C, SW:PL2, FN:PG3, CE:C/PTr4, LotN:PG3, KoT:C/PV5, HttB:PGar4, SP:PoS4/PwN3, FB:PV2, V5:PM4/PV4, NB:PV4
Conductor	LoB	conductor	Master	Daughter of Cacophony				1		Unique master. Put this card on a Daughter of Cacophony. While this Daughter of Cacophony is unlocked or acting, each unlocked or acting Daughter of Cacophony gets an additional vote.	LoB:R
Conflagration	KMW	conflagration	Combat				dai/pot		1	[pot] Strike: 2R damage. [dai] Strike: 1R aggravated damage. [DAI] Strike: 2R aggravated damage.	BL:C2, KMW:PB3
Conflict of Interests	DS	conflictofinterests	Reaction							Only usable during a referendum. Cancel the votes and ballots of a vampire who belongs to the same clan as this reacting minion.	DS:C2
Confusion	FB	confusion	Action Modifier				dem			Only usable during a bleed action. [dem] +1 bleed (limited). [DEM] +1 stealth and +1 bleed (limited).	Sabbat:C, CE:C/PM4, Third:C/PM4/SKM3, FB:PM4
Confusion of the Eye	LotN	confusionoftheeye	Reaction				obf			[obf] Reduce a younger vampire's or an ally's bleed against you by 1. [OBF] Only usable during a referendum before any votes and ballots are cast. Not usable on a referendum that is automatically passing. The acting vampire cannot cast any votes or ballots in this referendum. If the referendum requires a titled vampire, the referendum fails.	KMW:C/PG3, LotN:PS3
Conniver	Gehenna	conniver	Master							Master: archetype. Put this card on a vampire you control. If your prey loses pool when it is neither your turn nor your prey's turn, you may lock this card to move 1 blood from the blood bank to this vampire. A vampire can have only one archetype.	Gehenna:C
Conquer the Beast	VTES	conquerthebeast	Combat				ani			Only usable before before range is determined on the first round. [ani] This vampire gets one press each round, only usable to continue combat. He or she is obliged to use this press and cannot use equipment. This continues until 3 rounds pass with no cards played. [ANI] As above, but the presses are optional.	Jyhad:R, VTES:R
Conquest of Humanity	Gehenna	conquestofhumanity	Event							Gehenna. Do not replace until your next discard phase. Requires at least two other Gehenna cards in play. During each Methuselah's unlock phase, he or she may choose a location controlled by his or her prey. The chosen location is burned unless its controller burns 2 pool.	Gehenna:R
Consanguineous Boon	V5	consanguineousboon	Political Action							Boon. Choose a clan. Successful referendum means each Methuselah gains 1 pool for each vampire of the chosen clan they control.	Jyhad:C, VTES:C, Sabbat:C, SW:PL/PV3, FN:PG/PS, CE:PTo3/PV2, BH:PTo4, LoB:PG2, Third:C/PB/SKB2, SP:LB7, FB:PTo2, V5:PTo4
Consanguineous Condemnation	VTES	consanguineouscondemnation	Political Action							Choose a clan. Successful referendum locks all vampires of that clan.	Jyhad:C, VTES:C
Conscripted Statue	LoB	conscriptedstatue	Action Modifier				vis			Only usable when an action is blocked. [vis] The opposing minion takes 1 damage during strike resolution each round of the resulting combat when the range is close. [VIS] Cancel the resulting combat and put this card into play. This card represents an ally with 2 life and 2 strength. This ally enters combat with the blocking minion. This ally gets an optional press during the combat. Burn this card after combat or if the combat is canceled.	BL:R2, LoB:R
Consecration Rites	Tenth	consecrationrites	Action							Requires a ready archbishop, priscus, cardinal or regent. +1 stealth action. Put this card on a location you control. You may burn this card to cause an action directed at the location to fail.	Sabbat:U, Tenth:A
Conservative Agitation	NB	conservativeagitation	Political Action							Allocate X points among two or more Methuselahs, where X is the number of Methuselahs in the game. Successful referendum means each Methuselah burns 1 pool for each point allocated.	Jyhad:C, VTES:C, SW:C/PV4, FN:PG/PS, CE:PTo4/PV4, Anarchs:PAB2, LoB:PG5, Third:C, NB:PTo1
Consignment to Duat	KMW	consignmenttoduat	Action				ser		1	+1 stealth action. [ser] (D) Steal 1 blood or life (becoming blood) from a ready minion. [SER] (D) Put this card on a ready minion. During the attached minion's unlock phase, they burn 1 blood or life. If they cannot, they go to torpor. Burn this card after this acting minion enters combat or leaves the ready region. A minion can have only one Consignment to Duat.	BH:C, KMW:PB2, POD:DTC
Constant Revolution	V5A	constantrevolution	Action							+1 stealth action. Requires an Anarch. Unique. Put this card in play with 1 counter. During your unlock phase, add 1 counter to this card. During each other Methuselah's unlock phase, that Methuselah burns X pool andor cards at random from their hand, where X is the number of counters on this card. Any vampire can burn this card as a (D) action that costs 1 pool.	TR:R, V5A:PG2
Consume the Dead	LoB	consumethedead	Action/Reaction	Nagaraja						[ACTION] +1 stealth action. (D) Enter combat with a wraith ally or burn a wraith retainer. [REACTION] Only usable when a minion or retainer is being burned by any means except diablerie. Usable during combat. Usable by a locked Nagaraja. Remove that minion or retainer from the game instead. This Nagaraja gains 1 blood if the minion was a vampire or gains X+1 blood, where X is the blood or pool cost of that ally or retainer.	LoB:R
Contagion	BL	contagion	Action				dai			+1 stealth action. Requires an Infernal vampire. Unique. [dai] Put this card on the acting vampire. During each other Methuselah's unlock phase, he or she burns 1 pool if this vampire is ready. [DAI] As [dai] above, and once per combat, this vampire can put a corruption counter on the opposing minion as a strike. If the number of your corruption counters on the minion equals or exceeds the capacity of that vampire or the cost of that ally, you may burn all of your corruption counters on that minion to gain control of him or her after strike resolution (ending combat).	BL:R1
Contingency Planning	KoT	contingencyplanning	Master					1		Master: out-of-turn. Only usable when a minion you control is bleeding. You may play this card during your turn. Cancel a minion card that would change the target of the bleed as it is played (no cost is paid). If more than 1 pool is bled in this action, ignore the excess.	FN:C2, KoT:PT2
Contract	FN	contract	Master							Contract. Choose an Banu Haqim and put this card on a ready minion. The chosen Banu Haqim can enter combat with the attached minion as a +1 stealth (D) action.	AH:C2, FN:PA4, POD:DTC
Convergence	Promo	convergence	Master	Pander						Master. Move 1 blood from each ready Pander you control to a Pander in your uncontrolled region.	Promo-20080203
Cooler	KoT	cooler	Equipment					1		Equipment. Put 4 blood counters on this card. During your unlock phase, if the vampire with this equipment is ready, you may move 1 blood from this card to this vampire. Burn this card when it has no counters.	Anarchs:C, KoT:C/PM3
Coordinate Attacks	LoB	coordinateattacks	Combat				san			Requires a ready unlocked Blood Brother of the same circle as another one you control in combat. [san] Only usable at the end of a round if the minion opposing the Blood Brother you control is still ready and combat is about to end. After this round, this Blood Brother locks and enters combat with the opposing minion. The first round of combat, the opposing minion cannot play any strike cards. [SAN] As [san] above, and this Blood Brother gets an optional maneuver on the first round of combat.	BL:C2, LoB:C
Coroner's Contact	HttB	coronerscontact	Master					1		Master. Search your crypt to find a Samedi. Show it to all players and place it in your uncontrolled region with 1 blood from the bank.	BL:U2, LoB:R, HttB:PSam2
Corporal Reservoir	BH	corporalreservoir	Master							Master: trifle. Put this card on any Black Hand vampire. This vampire may lock this card to prevent 1 point of damage in combat or to gain a blood. This card doesn't unlock as normal. This vampire may burn a blood to unlock this card during his or her unlock phase.	BH:C
Corporate Hunting Ground	HttB	corporatehuntingground	Master	Ventrue antitribu				2		Master: unique location. Hunting ground. During your unlock phase, you may move 1 blood from the bank to a ready vampire you control. A vampire can gain blood from only one hunting ground card each turn.	Sabbat:U, SW:U/PV, HttB:PSal
Corpse Balloon	BH	corpseballoon	Retainer				vic			Ghoul with 1 life. [vic] If the minion with this retainer blocks a (D) action, he or she gets an optional maneuver on the first round of the resulting combat. [VIC] As above, and this minion gets +1 intercept against (D) actions.	BH:C
Corpse Minion	CE	corpseminion	Retainer	Tremere				1		Ghoul with 1 life. Vampire with this retainer may burn X blood to get +X intercept for the current action.	DS:C2, CE:PTr
Corrupt Construction	Third	corruptconstruction	Ally				vic	1		Ghoul with 1 life. 0 strength, 0 bleed. [vic] When the Construction enters play, you may remove from the game any number of ally, retainer, or vampire cards from your ash heap or hand. The Construction gains one life for each card removed in that way. The Construction gets +1 strength for each life counter it has. During your unlock phase, the Construction burns 1 life. [VIC] As above, and the Construction has an additional life.	Third:C
Corruption	FN	corruption	Action	Ministry						+1 stealth action. (D) Put 1 corruption counter on a minion controlled by your prey. If the number of your corruption counters on the minion equals or exceeds their capacity or cost, you can burn those counters to steal the target minion.	AH:C2, FN:PS4, POD:DTC
Corruption's Purge	AH	corruptionspurge	Political Action							Requires a prince, justicar, or Inner Circle member. If this referendum is successful, each Ministry burns 2 blood. Each Ministry with zero blood then goes into torpor.	AH:V3
Coterie Tactics	KoT	coterietactics	Reaction							Choose another ready unlocked vampire you control of the same sect as this reacting vampire. These two vampires attempt to block, using the sum of their intercept to see if the block succeeds. If successful, both lock and then you choose one to be the blocking vampire (and the other ceases to be blocking).	KoT:U
Council of Seraphim	BH	councilofseraphim	Action Modifier							Requires a Seraph. Only usable when a minion is attempting to block. If a Sabbat vampire is attempting to block, that block attempt fails (do not lock that vampire). That vampire cannot block this action. Otherwise, the blocking minion gets -1 intercept.	BH:R
Courier	Third	courier	Ally	Nosferatu antitribu					2	Mortal with 1 life. 0 strength, 1 bleed. Courier gets -1 intercept when attempting to block a vampire. When a minion you control successfully bleeds, you may look at the top card of the library of the Methuselah being bled, and you may lock the Courier to discard that card.	SW:U, BH:PN, Third:U
Coven, The	25th	coventhe	Master							Unique. Trifle. Put this card in play. Lock to add 2 blood to a ready vampire you control. During your discard phase, your predator takes control of The Coven.	SW:R, Anarchs:PAG, KoT:PM, 25th:1
Covenant of Blood	Tenth	covenantofblood	Action						1	Requires a ready non-Camarilla vampire with a capacity above 7. Put this card in play. Any non-Camarilla vampire may enter combat with any Camarilla vampire controlled by another Methuselah as a (D) action. Any vampire may burn this card as a (D) action. Camarilla vampires get -1 stealth when attempting that action.	AH:C2, Tenth:B
Covincraft	HttB	covincraft	Reaction	Kiasyd						[REACTION] Reduce a bleed against you by 1. [REACTION] Only usable during a referendum. This Kiasyd gains 4 votes.	LoB:C, HttB:PKia2
Cracking the Wall	Third	crackingthewall	Master	Malkavian antitribu				1		Master. Do not replace until your discard phase. Play Rock-Paper-Scissors with any other Methuselah. If you tie, you each discard a card at random. Otherwise, the loser discards his or her hand and draws a new hand.	Third:R2
Crawling Chamber	LoB	crawlingchamber	Combat				vis/tha			[tha] Maneuver, only usable to go to long range. [vis] Maneuver or press. [VIS] Only usable before range is determined. Opposing minion takes 1R damage each round of combat during the press step. A vampire can play only one Crawling Chamber at superior each combat.	LoB:C
Create Gargoyle	HttB	creategargoyle	Action	Tremere/Tremere antitribu		2		2		+1 stealth action. Requires a non-sterile vampire. Put this card into play; it represents a 2-capacity slave Gargoyle of the same sect enslaved to the acting vampire's clan with basic Visceratika [vis] and flight [FLIGHT]. You may search your hand, library andor ash heap for a master: Discipline to place on this Gargoyle. Move up to 3 blood from the acting vampire to this Gargoyle. This Gargoyle cannot act this turn.	BL:U2, LoB:R, HttB:PGar
Creation Rites	Third	creationrites	Action			1			1	+1 stealth action. Requires a ready non-sterile archbishop, priscus, cardinal or regent. Put this card in play. It becomes a 1-capacity (non-unique) Sabbat vampire of the same clan as the acting vampire, and cannot perform actions this turn. You can search your library (shuffle afterward), hand, andor ash heap for a master Discipline card and put it on this new vampire. Move up to 1 blood from the acting vampire to this new vampire.	Sabbat:R, SW:R, Third:U
Creep Show	BH	creepshow	Master							Master: archetype. Trifle. Put this card on a Sabbat vampire you control. Once per turn, when a minion opposing this vampire in combat dodges or ends combat as a strike, this vampire gains 1 blood from the blood bank. A vampire can have only one archetype.	BH:C/PN
Creeping Infection	LoB	creepinginfection	Combat				thn		1	[thn] Strike: hand strike, and put this card on the opposing minion. You still control this card. When this striking vampire announces an action, you may burn this card to prevent this minion from blocking. A minion may have only one Creeping Infection. [THN] As [thn] above, and this striking vampire gets +1 bleed when bleeding this minion's controller.	LoB:C
Creeping Sabotage	NB	creepingsabotage	Action	Nosferatu					X	+1 stealth action. X is the number of copies of this card you control. Put this card in play. During your unlock phase, your prey burns 1 pool. Minions can burn this card as a (D) action.	V5:PN4, NB:PN2
Creepshow Casino	V5	creepshowcasino	Master					2		Unique location. Lock as a vampire you control announces an undirected action to give that vampire +1 stealth, even if stealth is not yet needed.	FN:R2, Third:PB, SP:LB1, V5:PTo1
Crematorium	Promo	crematorium	Master	Harbinger of Skulls				1		Master: unique location. Lock during your unlock phase to burn a vampire in torpor with no blood.	Promo-20061026
CrimethInc.	TR	crimethinc	Action Modifier				pro/qui/tha			Requires an Anarch. Only usable after resolution of a successful action requiring an Anarch or making this vampire Anarch. [pro] Unlock this Anarch. [qui] Unlock another ready Anarch. [tha] Put this card in play. During your minion phase, you can burn 1 pool to unlock a ready Anarch you control.	TR:C, POD:DTC
Crimson Fury	FN	crimsonfury	Combat/Reaction				ani		1	Only usable when this vampire is being diablerized. Usable by a locked vampire. Usable by a vampire in torpor. [ani] The diablerie is canceled and the diablerist burns 1 blood. [ANI] Burn both the diablerist and this vampire. (The diablerie is still considered successful.)	FN:R2
Crimson Sentinel, The	SW	crimsonsentinelthe	Equipment					2		Unique melee weapon. Strength+1 damage as a strike. If this weapon successfully inflicts damage on an opponent in combat, add a soul counter to it at the end of that round. This weapon does one additional point of damage each strike for each soul counter on this card. Remove all soul counters from this card if another minion gains control of it.	Sabbat:R, SW:R
Crocodile Temple, The	LotN	crocodiletemplethe	Master	Ministry						Unique location. Lock after resolution of a successful action directed at you (or a card you control) to inflict 1 environmental damage on the acting minion.	KMW:R, LotN:PS, POD:DTC
Crocodile's Tongue	FB	crocodilestongue	Action Modifier				aus			Only usable if an ally or younger vampire attempts to block. [aus] That attempt fails and that blocking minion's controller cannot attempt to block this action again. That blocking minion can burn 1 blood or life to cancel this card as it is played. [AUS] As above, but canceling this card requires 1 additional blood or life.	Gehenna:C, LoB:PO3, KoT:C/PT4, FB:PTo2
Crusade: Amsterdam	Gehenna	crusadeamsterdam	Political Action							Requires a Sabbat vampire. Title. If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Amsterdam. This could lead to a contested title. If this vampire is Ventrue antitribu, he or she unlocks during your next discard phase.	Gehenna:R
Crusade: Aragon	Promo	crusadearagon	Political Action							Requires a Sabbat vampire. Title. If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Aragon. If Lucita is in play and is Sabbat, put this card on her instead.	Promo-20090929
Crusade: Atlanta	SW	crusadeatlanta	Political Action							Requires a Sabbat vampire. Title. If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Atlanta. This could lead to a contested title.	Sabbat:R, SW:R
Crusade: Barcelona	BH	crusadebarcelona	Political Action							Requires a Sabbat vampire. Title. If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Barcelona. This could lead to a contested title. If this vampire is Tremere antitribu, he or she unlocks during your next discard phase.	BH:R
Crusade: Berlin	Gehenna	crusadeberlin	Political Action							Title. Requires a Sabbat vampire. Successful referendum means this card is put on this vampire to represent the unique Sabbat title of Archbishop of Berlin. If this vampire is Lasombra, they unlock during your next discard phase.	Gehenna:R, POD:DTC
Crusade: Brussels	BH	crusadebrussels	Political Action							Requires a Sabbat vampire. Title. If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Brussels. This could lead to a contested title. If this vampire is Toreador antitribu, he or she unlocks during your next discard phase.	BH:R
Crusade: Chicago	BH	crusadechicago	Political Action							Requires a Sabbat vampire. Title. If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Chicago. This could lead to a contested title.	Sabbat:R, BH:PM
Crusade: Detroit	Third	crusadedetroit	Political Action							Requires a Sabbat vampire. Title. If this referendum is successful, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Detroit. This could lead to a contested title.	Sabbat:R, SW:R, Third:PB
Crusade: Dublin	Gehenna	crusadedublin	Political Action							Requires a Sabbat vampire. Title. If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Dublin. This could lead to a contested title. If this vampire is Gangrel antitribu, he or she unlocks during your next discard phase.	Gehenna:R
Crusade: Frankfurt	Gehenna	crusadefrankfurt	Political Action							Requires a Sabbat vampire. Title. If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Frankfurt. This could lead to a contested title.	Gehenna:R
Crusade: Geneva	Gehenna	crusadegeneva	Political Action							Requires a Sabbat vampire. Title. If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Geneva. This could lead to a contested title. If this vampire is Malkavian antitribu, he or she unlocks during your next discard phase.	Gehenna:R
Crusade: Houston	SW	crusadehouston	Political Action							Requires a Sabbat vampire. Title. If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Houston. This could lead to a contested title.	Sabbat:R, SW:R
Crusade: Istanbul	Gehenna	crusadeistanbul	Political Action							Requires a Sabbat vampire. Title. If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Istanbul. This could lead to a contested title. If this vampire is Tzimisce, he or she unlocks during your next discard phase.	Gehenna:R
Crusade: London	Gehenna	crusadelondon	Political Action							Requires a Sabbat vampire. Title. If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of London. This could lead to a contested title. If this vampire is Nosferatu antitribu, he or she unlocks during your next discard phase.	Gehenna:R
Crusade: Mexico City	SW	crusademexicocity	Political Action							Requires a Sabbat vampire. Title. If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Mexico City. This could lead to a contested title.	Sabbat:R, SW:PV
Crusade: Miami	BH	crusademiami	Political Action							Requires a Sabbat vampire. Title. If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Miami. This could lead to a contested title.	Sabbat:R, BH:PTo
Crusade: New York	Third	crusadenewyork	Political Action							Requires a Sabbat vampire. Title. If this referendum is successful, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of New York. This could lead to a contested title.	SW:R, Third:PM
Crusade: Paris	Gehenna	crusadeparis	Political Action							Requires a Sabbat vampire. Title. If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Paris. This could lead to a contested title.	Gehenna:R
Crusade: Philadelphia	Third	crusadephiladelphia	Political Action							Requires a Sabbat vampire. Title. If this referendum is successful, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Philadelphia. This could lead to a contested title.	Sabbat:R, SW:R, Third:PTr
Crusade: Pittsburgh	Third	crusadepittsburgh	Political Action							Requires a Sabbat vampire. Title. If this referendum is successful, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Pittsburgh. This could lead to a contested title.	Sabbat:R, SW:PT, Third:PTz
Crusade: Rome	Third	crusaderome	Political Action							Requires a Sabbat vampire. Title. If this referendum is successful, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Rome. This could lead to a contested title. If this vampire is Brujah antitribu, he or she unlocks during your next discard phase.	BH:R, Third:PB
Crusade: Toronto	Third	crusadetoronto	Political Action							Requires a Sabbat vampire. Title. If this referendum is successful, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Toronto. This could lead to a contested title.	Sabbat:R, Third:PM
Crusade: Washington, D.C.	Gehenna	crusadewashingtondc	Political Action							Requires a Sabbat vampire. Title. If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Washington, D.C. This could lead to a contested title. If this vampire is Ventrue antitribu, he or she unlocks during your next discard phase.	Gehenna:R
Crusader Sword, The	NoR	crusaderswordthe	Equipment					1		Unique melee weapon. Strength+1 aggravated damage each strike. Only usable by a minion with True Faith or an imbued. Vampires opposing this minion with True Faith or this imbued cannot use maneuvers to go to close range.	NoR:R
Cry Wolf	Anarchs	crywolf	Ally							Unique werewolf with 3 life. 2 strength, 0 bleed. Requires a ready anarch. If the action to recruit this ally is blocked, the acting anarch goes to torpor. This werewolf must enter combat with any minion controlled by another Methuselah as a (D) action. He gets one optional press each combat. This werewolf does not unlock as normal during your unlock phase. If he is locked during your unlock phase, burn him.	Anarchs:R2
Crypt's Sons	TR	cryptssons	Retainer					1		Unique mortal with 3 life. Requires an anarch. Whenever this anarch is blocked, he or she may burn a life from the Sons to cancel combat and continue the action as if unblocked. The Sons inflict 1R damage each round of combat during normal strike resolution.	TR:R
Cryptic Mission	BH	crypticmission	Action				tha			+1 stealth action. [tha] (D) Burn 1 blood on a vampire, or do 1 unpreventable damage to any ally or retainer. [THA] As above, and the acting vampire gains 1 blood from the blood bank.	Jyhad:C, VTES:C, Sabbat:C, CE:C, BH:PTr5
Cryptic Rider	Third	crypticrider	Action Modifier						1	Only usable on a successful referendum. The next referendum a vampire you control calls this turn passes automatically.	Jyhad:U, VTES:U, Sabbat:U, CE:U, Third:U
Cull the Herd	Third	culltheherd	Action						1	+1 stealth action. (D) Look at another Methuselah's hand. That Methuselah discards all ally or retainer cards in his or her hand. The acting vampire gains 1 blood from the blood bank for each card discarded in this way.	Sabbat:R, SW:R, Third:R
Cultivated Blood Shortage	VTES	cultivatedbloodshortage	Master							Master. Put this card in play. Each Ventrue burns 1 blood during his or her controller's unlock phase, and each Ventrue who cannot burn a blood is locked instead. Any vampire can burn this card as a +1 stealth (D) action.	Jyhad:U, VTES:U
Cunctator Motion	VTES	cunctatormotion	Political Action							Only usable if playing for ante. Choose how you would rearrange the remaining ante cards among the surviving Methuselahs. Successful referendum means you then rearrange the remaining ante cards.	Jyhad:R2, VTES:R
Curmudgeon	Gehenna	curmudgeon	Master							Master: archetype. Trifle. Put this card on a vampire you control. During your prey's unlock phase, you may choose a minion controlled by your prey. If that minion is blocked this turn, you may lock this card to move 1 blood from the blood bank to this vampire. A vampire can have only one archetype.	Gehenna:C
Curse of Nitocris	Tenth	curseofnitocris	Master							Unique master. Choose a Methuselah and put this card in play under the control of the chosen Methuselah. The controller of this card burns 1 pool during each of his or her unlock phases. Each time a new Methuselah gets the Edge, the current controller of this card chooses any Methuselah, and that chosen Methuselah takes control of this card.	Jyhad:R, VTES:R, Tenth:A
D'habi Revenant	KMW	dhabirevenant	Retainer	Baali						Ghoul with 2 life. The Baali with this retainer gets +1 bleed.	BL:C1, KMW:PB
Dabbler	HttB	dabbler	Master							Archetype. Trifle. Put this card on a vampire you control. Once each turn, this vampire can gain 1 blood or burn 1 blood to unlock after an action (successful or not) is performed during which they used 3 or more Disciplines to play cards. A vampire can have only one archetype.	HttB:R/B1
Daemonic Possession	FN	daemonicpossession	Action				nec		2	[nec] Choose a minion that was controlled by another Methuselah who has been burned since your last turn. Move the chosen minion from their owner's ash heap to your ready region with 1 blood or life, and lock them. [NEC] As above, but do not lock the chosen minion.	FN:C2, POD:DTC
Dagger	HttB	dagger	Equipment					1		Melee weapon. You can put a second Dagger from your hand or ash heap on this minion after they equip this Dagger from your hand. Damage inflicted on a Kiasyd by this weapon is aggravated. Strike: strength+1 damage. Alternatively, ranged strike: strength damage and, after strike resolution, put this weapon out of play until the end of the action. Burn this weapon if any damage from it is prevented.	HttB:C/B2
Dagon's Call	FN	dagonscall	Combat				qui		1	A vampire can play only one Dagon's Call each combat. [qui] Strike: hand strike, and the opposing minion takes 1 unpreventable environmental damage during the press step each round this combat (only effective if this strike was made at close range). [QUI] As above, and this hand strike is at +1 damage.	FN:C2/PA2, POD:DTC
Dam the Heart's River	TU	damtheheartsriver	Combat				qui			Frenzy. Only usable before range is determined. A vampire can play only one Dam the Heart's River each combat. [qui] This combat, each strike or damaging effect made against the opposing minion inflicts +1 damage. [QUI] As above, and this combat, strikes cost the opposing minion 1 additional blood or life, and they can choose not to strike.	TU:C/A4
Damned, The	Third	damnedthe	Master					1		Unique master. Put this card on a vampire with a capacity below 5. The vampire with this card burns 1 additional blood for each bleeding action he or she successfully performs (after resolving the action).	AH:C2, FN:PS, Third:U
Danse Macabre	Third	dansemacabre	Master							Master. Choose a ready Sabbat vampire you control. Once this turn, when the chosen Sabbat vampire performs a successful action, he or she may burn a blood to unlock after resolving that action.	Third:C
Daring the Dawn	NB	daringthedawn	Action Modifier				for			[for] Vampires cannot block this action. This vampire takes 2 unpreventable environmental aggravated damage after action resolution. [FOR] As above, but this vampire takes 1 unpreventable environmental aggravated damage.	Sabbat:R, SW:R/PV, FN:PR, LoB:PI, Third:R, FB:PV1, V5:PV1, NB:PV1
Dark Influences	KoT	darkinfluences	Master					2		Out-of-turn. Cancel a minion card as it is played, its cost is not paid, and put this card in play. That card cannot be played again this turn. The next card played that would cancel another Methuselah's minion card as it is played is canceled, its cost is not paid, and this card is burned instead.	KoT:U/A1
Dark Mirror of the Mind	KoT	darkmirrorofthemind	Action							+1 stealth action. Requires a vampire with capacity 8 or more. Gain 2 pool.	KoT:U/A2
Dark Steel	DM	darksteel	Combat				obt & pot			Only usable before range is determined. A vampire can play only one Dark Steel each combat. [obt][pot] The opposing minion takes 1 environmental damage each round of combat during normal strike resolution at close range. This vampire gets 1 optional maneuver this round, only usable to get to close range. [OBT][POT] As above, but for 2 environmental damage.	DM:C/4
Dark Web Procurer	Promo	darkwebprocurer	Ally	Banu Haqim				2		Mortal with 1 life. 1 strength, 1 bleed. Dark Web Procurer can search your library (shuffle afterward) for a non-unique equipment card costing 1 or fewer pool and equip with it as a +1 stealth action (requirements and cost apply as normal).	Promo-20210701
Darkling Trickery	LoB	darklingtrickery	Combat				myt/obt			[obt] Press, only usable to end combat. [myt] Maneuver or press. [MYT] Only usable if the opposing minion strikes with a weapon that inflicts ranged damage. That weapon inflicts no damage. The opposing minion takes 1R environmental damage during normal strike resolution.	BL:R1, LoB:R, POD:DTC
